0	106658	106658	106658	6.27698e-28	2.19739e-14	-2.19739e-14
0.01	107082	106658	106658	-0.836897	0.488163	0.348734
0.02	107431	107048	106937	-1.66863	0.842298	0.826336
0.03	107752	107332	107319	-2.49008	1.32213	1.16796
0.04	108077	107715	107592	-3.29618	1.6648	1.63138
0.05	108373	107990	107963	-4.08196	2.12668	1.95528
0.06	108671	108359	108222	-4.84257	2.448	2.39456
0.07	108938	108616	108573	-5.57332	2.88151	2.69181
0.08	109204	108963	108811	-6.26971	3.17195	3.09776
0.09	109436	109195	109135	-6.92745	3.56714	3.36031
0.1	109667	109511	109345	-7.54247	3.81792	3.72455
0.11	109863	109712	109637	-8.111	4.16528	3.94572
0.12	110056	109990	109814	-8.62951	4.36845	4.26107
0.13	110216	110152	110066	-9.09483	4.65883	4.436
0.14	110371	110385	110206	-9.50407	4.80748	4.69659
0.15	110490	110504	110414	-9.85472	5.03315	4.82157
0.16	110602	110684	110514	-10.1446	5.12323	5.02138
0.17	110677	110756	110674	-10.3719	5.28041	5.09153
0.18	110739	110882	110730	-10.5353	5.3117	5.22364
0.19	110765	110907	110836	-10.6338	5.39958	5.2342
0.2	110779	110977	110844	-10.6667	5.37191	5.29476
0.21	110759	110955	110893	-10.6338	5.38911	5.24467
0.22	110727	110969	110853	-10.5353	5.29964	5.2357
0.23	110664	110897	110846	-10.3719	5.24349	5.12846
0.24	110588	110852	110760	-10.1446	5.08943	5.05517
0.25	110483	110729	110701	-9.85472	4.95993	4.89479
0.26	110364	110625	110573	-9.50407	4.74256	4.76151
0.27	110216	110450	110466	-9.09483	4.54581	4.54902
0.28	110053	110290	110296	-8.62951	4.27278	4.35674
0.29	109861	110069	110143	-8.111	4.01916	4.09183
0.3	109652	109865	109931	-7.54247	3.70133	3.84114
0.31	109415	109610	109730	-6.92745	3.40529	3.52215
0.32	109159	109374	109475	-6.26971	3.05525	3.21446
0.33	108878	109096	109229	-5.57332	2.72579	2.84753
0.34	108585	108834	108935	-4.84257	2.34613	2.49643
0.35	108273	108532	108654	-4.08196	1.98398	2.09798
0.36	107953	108242	108336	-3.29618	1.57647	1.71971
0.37	107620	107916	108033	-2.49008	1.18842	1.30167
0.38	107283	107605	107698	-1.66863	0.763344	0.90529
0.39	106935	107264	107381	-0.836897	0.362228	0.474669
0.4	106586	106942	107036	6.27283e-28	-0.0680959	0.0680959
0.41	106657	106598	106711	6.27697e-28	0.0157848	-0.0157848
0.42	106668	106666	106644	6.27759e-28	-0.0581684	0.0581684
0.43	106658	106607	106703	6.277e-28	0.0208419	-0.0208419
0.44	106668	106671	106640	6.27757e-28	-0.0516959	0.0516959
0.45	106658	106614	106699	6.27698e-28	0.0240651	-0.0240651
0.46	106667	106674	106638	6.27753e-28	-0.0468468	0.0468468
0.47	106657	106618	106695	6.27697e-28	0.0261675	-0.0261675
0.48	106667	106677	106636	6.2775e-28	-0.0432337	0.0432337
0.49	106657	106621	106692	6.27696e-28	0.027534	-0.027534
0.5	106666	106678	106635	6.27747e-28	-0.0404331	0.0404331
0.51	106657	106624	106690	6.27694e-28	0.0283986	-0.0283986
0.52	106665	106679	106635	6.27744e-28	-0.038262	0.038262
0.53	106656	106626	106688	6.27691e-28	0.0288812	-0.0288812
